gtfsid,scbid,zip,city
7457472,1766,68698,Gräsmark
7457473,1766,68691,Sunne
7457474,1766,68698,Gräsmark
7457475,1766,68693,Sunne
7457478,1766,68633,Sunne
7457479,1766,68694,Rottneros
7457480,1766,68633,Sunne
7457481,1766,68695,Västra Ämtervik
7457483,1766,68635,Sunne
7457484,1766,68633,Sunne
7457485,1766,68630,Sunne
7457487,1766,68635,Sunne
7457488,1766,68630,Sunne
7457489,1766,68635,Sunne
7457490,1766,68630,Sunne
7457491,1766,68695,Västra Ämtervik
7457492,2460,91193,Vännäs
7457494,1766,68694,Rottneros
7457495,1766,68698,Gräsmark
7457496,2460,91194,Vännäs
7457497,1766,68695,Västra Ämtervik
7457498,1766,68695,Västra Ämtervik
7457499,1766,68695,Västra Ämtervik
7457500,1766,68697,Lysvik
7457501,1766,68695,Västra Ämtervik
7457502,1766,68698,Gräsmark
7457503,1766,68697,Lysvik
7457506,1766,68691,Sunne
7457507,1766,68691,Sunne
7457508,1766,68691,Sunne
7457509,1766,68692,Sunne
7457510,1766,68696,Östra Ämtervik
7457511,1766,68696,Östra Ämtervik
7457512,1766,68693,Sunne
7457513,1766,68693,Sunne
7457514,1766,68698,Gräsmark
7457515,1766,68698,Gräsmark
7457516,1766,68698,Gräsmark
7457517,1766,68698,Gräsmark
7457518,1766,68698,Gräsmark
7457519,1766,68698,Gräsmark
7457520,1766,68694,Rottneros
7457521,1766,68694,Rottneros
7457522,1766,68694,Rottneros
7457524,1766,68694,Rottneros
7457525,1766,68694,Rottneros
7457527,1766,68631,Sunne
7457528,1766,68693,Sunne
7457530,1766,68693,Sunne
7457531,1766,68698,Gräsmark
7457532,2460,91191,Vännäs
7457533,1766,68698,Gräsmark
7457534,1766,68698,Gräsmark
7457535,1766,68698,Gräsmark
7457537,1766,68691,Sunne
7457538,1766,68696,Östra Ämtervik
7457539,1766,68696,Östra Ämtervik
7457540,1780,65221,Karlstad
7457541,1780,65221,Karlstad
7457542,1780,65221,Karlstad
7457543,1780,65221,Karlstad
7457544,1780,65221,Karlstad
7457545,1780,65221,Karlstad
7457546,1780,65219,Karlstad
7457547,1780,65222,Karlstad
7457548,1780,65218,Karlstad
7457549,1780,65218,Karlstad
7457551,1780,65223,Karlstad
7457552,1780,65223,Karlstad
7457554,1780,65224,Karlstad
7457555,1780,65348,Karlstad
7457556,1780,65346,Karlstad
7457557,1780,65228,Karlstad
7457559,1780,65226,Karlstad
7457561,1780,65227,Karlstad
7457562,1780,65227,Karlstad
7457563,1780,65227,Karlstad
7457564,1780,65227,Karlstad
7457565,1780,65227,Karlstad
7457566,1780,65465,Karlstad
7457567,1780,65465,Karlstad
7457568,1780,65465,Karlstad
7457570,1780,65465,Karlstad
7457571,1780,65463,Karlstad
7457572,1780,65463,Karlstad
7457573,1780,65463,Karlstad
7457574,1780,65455,Karlstad
7457575,1780,65220,Karlstad
7457577,1780,65341,Karlstad
7457578,1780,65341,Karlstad
7457579,1780,65341,Karlstad
7457580,1780,65344,Karlstad
7457581,1780,65344,Karlstad
7457582,1780,65344,Karlstad
7457583,1780,65344,Karlstad
7457584,1780,65347,Karlstad
7457589,1780,65467,Karlstad
7457590,1780,65467,Karlstad
7457591,1780,65466,Karlstad
7457592,1780,65466,Karlstad
7457593,1780,65466,Karlstad
7457594,1780,65464,Karlstad
7457595,1780,65464,Karlstad
7457596,1780,65464,Karlstad
7457597,1780,65464,Karlstad
7457598,1780,65464,Karlstad
7457599,1780,65462,Karlstad
7457600,1780,65462,Karlstad
7457601,1780,65462,Karlstad
7457602,1780,65220,Karlstad
7457603,1780,65224,Karlstad
7457604,1780,65225,Karlstad
7457605,1780,65344,Karlstad
7457607,1780,65343,Karlstad
7457608,1780,65343,Karlstad
7457609,1780,65343,Karlstad
7457610,1780,65343,Karlstad
7457611,1780,65343,Karlstad
7457613,1780,65344,Karlstad
7457614,1780,65637,Karlstad
7457615,1780,65632,Karlstad
7457616,1780,65636,Karlstad
7457618,1780,65638,Karlstad
7457619,1780,65631,Karlstad
7457620,1780,65632,Karlstad
7457621,1780,65468,Karlstad
7457622,1780,65461,Karlstad
7457623,1780,65461,Karlstad
7457624,1780,65455,Karlstad
7457625,1780,65455,Karlstad
7457626,1780,65455,Karlstad
7457627,1780,65341,Karlstad
7457628,1780,65341,Karlstad
7457629,1780,65341,Karlstad
7457630,1780,65343,Karlstad
7457631,1780,65345,Karlstad
7457632,1780,65345,Karlstad
7457633,1780,65345,Karlstad
7457634,1780,65345,Karlstad
7457635,1780,65345,Karlstad
7457636,1780,65346,Karlstad
7457637,1780,65346,Karlstad
7457638,1780,65346,Karlstad
7457639,1780,65346,Karlstad
7457640,1780,65346,Karlstad
7457641,1780,65346,Karlstad
7457642,1780,65638,Karlstad
7457643,1780,65638,Karlstad
7457644,1780,65638,Karlstad
7457645,1780,65638,Karlstad
7457646,1780,65638,Karlstad
7457647,1780,65461,Karlstad
7457649,1780,65462,Karlstad
7457650,1780,65340,Karlstad
7457651,1780,65340,Karlstad
7457652,1780,65340,Karlstad
7457653,1780,65349,Karlstad
7457655,1780,65349,Karlstad
7457656,1780,65349,Karlstad
7457657,1780,65349,Karlstad
7457658,1780,65349,Karlstad
7457659,1780,65349,Karlstad
7457660,1780,65349,Karlstad
7457661,1780,65349,Karlstad
7457662,1780,65350,Karlstad
7457663,1780,65350,Skåre
7457664,1780,65350,Skåre
7457665,1780,65350,Skåre
7457666,1780,65350,Skåre
7457667,1780,65350,Skåre
7457668,1780,65350,Skåre
7457669,1780,65350,Skåre
7457671,1780,65350,Skåre
7457672,1780,65351,Skåre
7457673,1780,65351,Skåre
7457674,1780,65351,Skåre
7457675,1780,65351,Skåre
7457676,1780,65351,Skåre
7457677,1780,65591,Skåre
7457678,1780,65468,Karlstad
7457679,1780,65468,Karlstad
7457680,1780,65468,Karlstad
7457681,1780,65468,Karlstad
7457682,1780,65468,Karlstad
7457684,1780,65468,Karlstad
7457685,1780,65461,Karlstad
7457686,1780,65461,Karlstad
7457687,1780,65461,Karlstad
7457688,1780,65461,Karlstad
7457690,1780,65342,Karlstad
7457691,1780,65342,Karlstad
7457692,1780,65342,Karlstad
7457693,1780,65342,Karlstad
7457696,1780,65342,Karlstad
7457697,1780,65342,Karlstad
7457698,1780,65342,Karlstad
7457700,1780,65637,Karlstad
7457701,1780,65636,Karlstad
7457702,1780,65468,Karlstad
7457703,1780,65468,Karlstad
7457704,1780,65469,Karlstad
7457705,1780,65469,Karlstad
7457706,1780,65469,Karlstad
7457707,1780,65469,Karlstad
7457708,1780,65469,Karlstad
7457709,1780,65458,Karlstad
7457710,1780,65458,Karlstad
7457711,1780,65459,Karlstad
7457712,1780,65467,Karlstad
7457713,1780,65466,Karlstad
7457714,1780,65466,Karlstad
7457715,1780,65455,Karlstad
7457716,1780,65230,Karlstad
7457717,1780,65230,Karlstad
7457718,1780,65230,Karlstad
7457719,1780,65230,Karlstad
7457720,1780,65230,Karlstad
7457721,1780,65230,Karlstad
7457725,1780,65221,Karlstad
7457726,1780,65221,Karlstad
7457727,1780,65221,Karlstad
7457728,1780,65221,Karlstad
7457730,1780,65221,Karlstad
7457731,1780,65221,Karlstad
7457732,1780,65221,Karlstad
7457733,1780,65221,Karlstad
7457734,1780,65221,Karlstad
7457735,1780,65220,Karlstad
7457736,1780,65346,Karlstad
7457744,1780,65469,Karlstad
7457745,1780,65469,Karlstad
7457746,1780,65469,Karlstad
7457747,1780,65469,Karlstad
7457749,1780,65229,Karlstad
7457750,1780,65229,Karlstad
7457752,1780,65229,Karlstad
7457754,1780,65221,Karlstad
7457755,1780,65223,Karlstad
7457756,1780,65461,Karlstad
7457760,1780,65460,Karlstad
7457761,1780,65224,Karlstad
7457763,1780,65226,Karlstad
7457764,1780,65226,Karlstad
7457765,1780,65229,Karlstad
7457766,1780,65230,Karlstad
7457767,1780,65343,Karlstad
7457772,1780,65340,Karlstad
7457773,1780,65341,Karlstad
7457778,1780,65349,Karlstad
7457779,1780,65349,Karlstad
7457780,1780,65465,Karlstad
7457782,2460,91193,Vännäs
7457785,1780,65349,Karlstad
7457786,1780,65349,Karlstad
7457790,1780,65346,Karlstad
7457791,1780,65465,Karlstad
7457792,1780,65346,Karlstad
7457793,1780,65591,Karlstad
7457794,1780,65591,Karlstad
7457796,1780,66057,Väse
7457797,1780,65592,Edsgatan
7457798,1780,66060,Molkom
7457799,1780,66060,Molkom
7457801,1780,65591,Karlstad
7457802,1780,65591,Karlstad
7457803,1780,65346,Karlstad
7457804,1780,65591,Karlstad
7457805,1780,65591,Karlstad
7457808,1780,65591,Skåre
7457809,1780,65349,Karlstad
7457810,1780,66050,Vålberg
7457811,1780,65342,Karlstad
7457812,1780,66052,Edsvalla
7457814,1780,66052,Edsvalla
7457815,1780,66052,Edsvalla
7457816,1780,66052,Edsvalla
7457817,1780,66052,Edsvalla
7457818,1780,66052,Edsvalla
7457821,1780,65591,Karlstad
7457822,1780,65346,Karlstad
7457823,1780,65593,Karlstad
7457825,1780,65465,Karlstad
7457826,1780,66060,Molkom
7457828,1780,66060,Molkom
7457829,1780,65592,Karlstad
7457830,1780,65592,Edsgatan
7457831,1780,66050,Vålberg
7457832,1780,65593,Karlstad
7457833,1780,66060,Molkom
7457836,1780,65591,Karlstad
7457837,1780,66060,Molkom
7457838,1780,65342,Karlstad
7457839,1780,65591,Karlstad
7457840,1780,65346,Karlstad
7457841,1780,65226,Karlstad
7457842,1780,65346,Karlstad
7457843,2462,91233,Vilhelmina
7457844,1780,65465,Karlstad
7457845,1780,66050,Vålberg
7457846,1780,66057,Väse
7457847,1780,65591,Karlstad
7457848,2462,91292,Vilhelmina
7457849,1780,65593,Karlstad
7457850,1780,66591,Kil
7457851,1780,66060,Molkom
7457852,1780,65591,Karlstad
7457853,1780,65593,Svedenäs
7457854,1780,66060,Molkom
7457855,1780,65591,Karlstad
7457856,1780,65591,Karlstad
7457857,1780,66060,Molkom
7457858,1780,65592,Karlstad
7457859,1780,65594,Karlstad
7457860,1780,66060,Molkom
7457861,1780,65591,Karlstad
7457862,2462,91291,Vilhelmina
7457864,1780,66060,Molkom
7457866,1780,65592,Edsgatan
7457867,2462,91291,Vilhelmina
7457868,1780,65591,Karlstad
7457869,1780,65672,Skattkärr
7457870,1780,66060,Molkom
7457871,1780,66057,Väse
7457872,1780,66060,Molkom
7457873,1780,65591,Karlstad
7457876,2462,91299,Vilhelmina
7457877,2462,91299,Vilhelmina
7457878,1780,65592,Edsgatan
7457879,1780,65593,Karlstad
7457880,1780,65672,Skattkärr
7457881,1780,65592,Edsgatan
7457882,1780,65672,Skattkärr
7457883,1780,65593,Karlstad
7457884,1780,65671,Skattkärr
7457885,1780,65671,Skattkärr
7457887,1780,65672,Skattkärr
7457888,1780,65594,Karlstad
7457890,1780,66591,Kil
7457891,1780,65350,Skåre
7457892,1780,65591,Karlstad
7457893,1780,65594,Karlstad
7457894,1780,65672,Skattkärr
7457895,1780,65592,Karlstad
7457896,1780,66057,Väse
7457897,1780,66060,Molkom
7457898,1780,65593,Karlstad
7457899,1780,66057,Väse
7457900,1780,66060,Molkom
7457901,1780,65593,Svedenäs
7457902,1780,65591,Karlstad
7457904,1780,65591,Karlstad
7457905,1780,66050,Vålberg
7457906,1780,65346,Karlstad
7457907,1780,65591,Karlstad
7457908,1780,65346,Karlstad
7457909,2462,92199,Lycksele
7457910,2462,92199,Lycksele
7457911,1780,65591,Karlstad
7457912,1780,65591,Karlstad
7457913,1780,65591,Karlstad
7457914,1780,66052,Edsvalla
7457915,1780,65346,Karlstad
7457916,1780,66060,Molkom
7457917,1780,65593,Ulvsbyn
7457918,1780,66057,Väse
7457919,1780,66050,Vålberg
7457920,1780,66050,Vålberg
7457921,1780,66050,Vålberg
7457922,1780,66050,Vålberg
7457923,1780,66050,Vålberg
7457924,1780,66050,Vålberg
7457925,1780,66050,Vålberg
7457926,1780,66057,Väse
7457927,1780,65592,Edsgatan
7457928,1780,66057,Väse
7457929,1780,66057,Väse
7457930,1780,66057,Väse
7457931,1780,66050,Vålberg
7457933,1780,65591,Karlstad
7457934,2462,91293,Vilhelmina
7457936,1780,65594,Karlstad
7457937,1780,65593,Karlstad
7457938,1780,65591,Karlstad
7457939,1780,66060,Molkom
7457940,1780,66060,Molkom
7457941,1780,65594,Karlstad
7457942,2462,91094,Dikanäs
7457943,1780,66052,Edsvalla
7457944,1780,66052,Edsvalla
7457945,1780,65591,Karlstad
7457946,1780,65591,Karlstad
7457947,1780,66057,Väse
7457948,1780,66057,Väse
7457949,1780,66057,Väse
7457950,1780,66057,Väse
7457951,1780,66057,Väse
7457952,1780,65591,Skåre
7457954,1780,65591,Karlstad
7457955,1780,65465,Karlstad
7457956,1780,65465,Karlstad
7457957,1780,65465,Karlstad
7457958,1780,66060,Molkom
7457959,1780,66052,Edsvalla
7457960,1780,66057,Väse
7457961,1781,68194,Kristinehamn
7457963,2462,91290,Vilhelmina
7457964,1781,68191,Kristinehamn
7457965,1781,68160,Bäckhammar
7457967,1781,68194,Kristinehamn
7457968,1781,68194,Kristinehamn
7457969,1781,68194,Kristinehamn
7457970,2462,91292,Vilhelmina
7457971,1781,69395,Åtorp
7457973,1781,68131,Kristinehamn
7457974,1781,68193,Kristinehamn
7457975,1781,68194,Kristinehamn
7457976,1781,68193,Kristinehamn
7457977,2462,91292,Vilhelmina
7457978,2462,91293,Vilhelmina
7457979,1781,69395,Åtorp
7457980,1781,68193,Kristinehamn
7457981,1781,68191,Kristinehamn
7457982,2462,91293,Vilhelmina
7457984,1781,68131,Kristinehamn
7457985,1781,68141,Kristinehamn
7457988,1781,68193,Kristinehamn
7457989,1781,68193,Kristinehamn
7457991,1781,68196,Åtorp
7457992,1781,68194,Kristinehamn
7457994,1781,69395,Åtorp
7458003,1781,68193,Kristinehamn
7458004,1781,68194,Kristinehamn
7458006,1781,68194,Kristinehamn
7458012,1781,68134,Kristinehamn
7458014,1781,68191,Kristinehamn
7458016,1781,68193,Kristinehamn
7458017,1781,68194,Kristinehamn
7458018,1781,68193,Kristinehamn
7458019,1781,68193,Kristinehamn
7458020,1781,68191,Kristinehamn
7458021,1781,68193,Kristinehamn
7458023,1781,68193,Kristinehamn
7458024,1781,69395,Åtorp
7458029,1781,68137,Kristinehamn
7458033,1781,68138,Kristinehamn
7458039,1781,68154,Kristinehamn
7458040,1781,68152,Sörkastet
7458049,1781,68134,Kristinehamn
7458050,1781,68134,Kristinehamn
7458051,1781,68138,Kristinehamn
7458052,1781,68130,Kristinehamn
7458054,1781,68152,Sörkastet
7458056,2401,91495,Gräsmyr
7458059,1781,68150,Kristinehamn
7458060,1781,68134,Kristinehamn
7458062,1781,68134,Kristinehamn
7458067,1781,68140,Kristinehamn
7458071,1781,68140,Kristinehamn
7458076,1781,68152,Sörkastet
7458081,1781,68138,Kristinehamn
7458085,1781,68151,Kristinehamn
7458086,1781,68152,Sörkastet
7458092,1781,68131,Kristinehamn
7458100,1781,68134,Kristinehamn
7458104,1781,68135,Kristinehamn
7458105,1781,68135,Kristinehamn
7458109,1781,68134,Kristinehamn
7458112,1781,68151,Kristinehamn
7458113,1781,68152,Sörkastet
7458115,1781,68154,Kristinehamn
7458116,1781,68150,Kristinehamn
7458119,1781,68134,Kristinehamn
7458122,1781,68152,Sörkastet
7458124,1781,68135,Kristinehamn
7458125,1781,68135,Kristinehamn
7458131,1781,68152,Kristinehamn
7458133,1781,68195,Kristinehamn
7458137,1781,68138,Kristinehamn
7458143,1781,68138,Kristinehamn
7458145,1781,68132,Kristinehamn
7458146,1781,68138,Kristinehamn
7458147,1781,68138,Kristinehamn
7458150,1781,68140,Kristinehamn
7458151,1781,68141,Kristinehamn
7458153,1781,68150,Kristinehamn
7458154,1781,68131,Kristinehamn
7458160,1781,68152,Sörkastet
7458166,1781,68143,Kristinehamn
7458169,1781,68141,Kristinehamn
7458171,1781,68134,Kristinehamn
7458172,1781,68134,Kristinehamn
7458175,1781,68191,Kristinehamn
7458176,1781,68143,Kristinehamn
7458177,1781,68193,Kristinehamn
7458178,1781,68194,Kristinehamn
7458179,1781,68194,Kristinehamn
7458180,1781,68193,Kristinehamn
7458183,1781,68192,Kristinehamn
7458185,1781,68193,Kristinehamn
7458186,1781,68194,Kristinehamn
7458187,1781,68193,Kristinehamn
7458188,1781,68194,Kristinehamn
7458189,1781,68194,Kristinehamn
7458190,1781,68191,Kristinehamn
7458191,1781,68194,Kristinehamn
7458192,1781,68192,Nybble
7458193,1781,68193,Kristinehamn
7458194,1781,68193,Kristinehamn
7458195,1781,68193,Kristinehamn
7458197,2462,91297,Malgomaj
7458199,1781,68194,Kristinehamn
7458200,1781,68191,Kristinehamn
7458201,1781,68193,Kristinehamn
7458202,1781,68196,Åtorp
7458203,1781,68194,Kristinehamn
7458205,1781,68192,Kristinehamn
7458206,1781,68194,Kristinehamn
7458207,1781,68194,Kristinehamn
7458208,1781,68141,Kristinehamn
7458210,1781,68193,Kristinehamn
7458211,1781,68194,Kristinehamn
7458213,1781,68891,Kristinehamn
7458214,1781,68191,Kristinehamn
7458216,1781,68194,Kristinehamn
7458217,1781,68193,Kristinehamn
7458218,2462,91290,Vilhelmina
7458219,1781,68193,Kristinehamn
7458220,1781,68196,Åtorp
7458221,1781,68194,Kristinehamn
7458225,1781,68194,Kristinehamn
7458226,1781,68191,Kristinehamn
7458227,1781,68191,Kristinehamn
7458228,1781,68191,Kristinehamn
7458229,1781,68191,Kristinehamn
7458230,1781,68191,Kristinehamn
7458231,1781,68191,Kristinehamn
7458232,1781,68191,Kristinehamn
7458233,1781,68191,Kristinehamn
7458234,1781,68191,Kristinehamn
7458236,1781,68191,Kristinehamn
7458237,1781,68192,Kristinehamn
7458238,1781,68192,Kristinehamn
7458239,1781,68192,Kristinehamn
7458240,1781,68192,Kristinehamn
7458241,1781,69395,Åtorp
7458242,1781,69395,Åtorp
7458243,1781,68196,Åtorp
7458245,1781,69395,Åtorp
7458246,1781,69395,Åtorp
7458247,1781,69395,Åtorp
7458248,1781,68192,Bäckhammar
7458249,1781,68192,Torpa
7458250,1781,68192,Torpa
7458251,1781,68192,Torpa
7458253,2462,91293,Vilhelmina
7458254,1782,68291,Filipstad
7458255,1782,68292,Filipstad
7458256,1782,68291,Filipstad
7458258,1782,68293,Nordmarkshyttan
7458259,1782,68291,Filipstad
7458260,1782,68292,Filipstad
7458261,1782,68233,Filipstad
7458262,1782,68096,Lesjöfors
7458264,2462,91233,Vilhelmina
7458265,1782,68234,Filipstad
7458266,1782,68292,Filipstad
7458267,1490,51690,Dalsjöfors
7458268,1490,51693,Rångedala
7458269,1782,68291,Filipstad
7458270,1782,68096,Lesjöfors
7458271,1782,68292,Filipstad
7458272,1782,68293,Nordmarkshyttan
7458273,1782,68292,Filipstad
7458274,1782,68240,Filipstad
7458275,1782,68293,Nordmarkshyttan
7458276,1427,45046,Hunnebostrand
7458277,1782,68292,Filipstad
7458278,1782,68292,Filipstad
7458279,1782,68096,Lesjöfors
7458280,1782,68291,Filipstad
7458281,1782,68096,Lesjöfors
7458282,1782,68291,Filipstad
7458283,1782,68292,Filipstad
7458285,1782,68096,Lesjöfors
7458286,1782,68096,Lesjöfors
7458287,1782,68096,Lesjöfors
7458288,1782,68096,Lesjöfors
7458289,1782,68096,Lesjöfors
7458291,1782,68096,Lesjöfors
7458292,1782,68096,Lesjöfors
7458293,1427,45046,Hunnebostrand
7458294,1782,68292,Långban
7458295,1782,68096,Lesjöfors
7458296,1782,68292,Filipstad
7458297,1782,68391,Hagfors
7458299,1782,68233,Filipstad
7458301,1782,68293,Nordmarkshyttan
7458302,1782,68293,Nordmarkshyttan
7458303,1782,68293,Nordmarkshyttan
7458304,1782,68293,Nordmarkshyttan
7458305,1782,68293,Nordmarkshyttan
7458306,1782,68391,Hagfors
7458307,1782,68090,Nykroppa
7458308,1782,68090,Nykroppa
7458309,0180,12459,Stockholm
7458310,1782,68234,Filipstad
7458311,1782,68292,Filipstad
7458312,1782,68292,Filipstad
7458313,1782,68292,Filipstad
7458314,1782,68292,Filipstad
7458315,1782,68090,Nykroppa
7458316,1782,68291,Filipstad
7458317,1782,68292,Filipstad
7458318,1782,68293,Nordmarkshyttan
7458319,1782,68292,Filipstad
7458320,1782,68234,Filipstad
7458321,1782,68291,Filipstad
7458322,1782,68291,Filipstad
7458323,1782,68292,Filipstad
7458324,1782,68292,Filipstad
7458325,1782,68293,Nordmarkshyttan
7458326,1782,68096,Lesjöfors
7458327,1782,68234,Filipstad
7458328,1782,68291,Filipstad
7458329,1782,68292,Filipstad
7458330,1782,68233,Filipstad
7458331,1782,68090,Nykroppa
7458332,1782,68240,Filipstad
7458333,1782,68096,Lesjöfors
7458334,1782,68291,Filipstad
7458335,1782,68291,Filipstad
7458336,1782,68291,Filipstad
7458337,1487,46291,Vänersborg
7458338,1783,68395,Sunnemo
7458339,1783,68392,Hagfors
7458340,1783,68492,Munkfors
7458341,1783,68050,Ekshärad
7458342,1783,68050,Ekshärad
7458343,1783,68395,Sunnemo
7458344,1783,68395,Sunnemo
7458345,1783,68050,Ekshärad
7458346,1783,68395,Sunnemo
7458347,1783,68050,Ekshärad
7458348,1783,68050,Ekshärad
7458349,1783,68050,Ekshärad
7458350,1783,68050,Ekshärad
7458351,1783,68495,Höje
7458352,1783,68050,Ekshärad
7458354,1783,68395,Sunnemo
7458355,1783,68395,Sunnemo
7458358,1783,68050,Ekshärad
7458360,1783,68050,Ekshärad
7458361,1783,68050,Ekshärad
7458363,1783,68050,Ekshärad
7458364,1783,68395,Sunnemo
7458365,1783,68391,Geijersholm
7458368,1783,68391,Hagfors
7458369,1783,68391,Gustavsfors
7458370,1783,68392,Hagfors
7458372,1783,68333,Hagfors
7458373,1783,68333,Hagfors
7458374,1783,68333,Hagfors
7458375,1783,68331,Hagfors
7458376,1783,68334,Hagfors
7458377,1783,68334,Hagfors
7458378,1783,68333,Hagfors
7458379,1463,43064,Hällingsjö
7458380,1783,68050,Ekshärad
7458381,1783,68393,Råda
7458382,1783,68050,Ekshärad
7458383,1783,68050,Ekshärad
7458385,1783,68391,Gustavsfors
7458387,1783,68392,Hagfors
7458388,1783,68392,Hagfors
7458389,1490,51694,Dannike
7458390,1490,50441,Borås
7458391,1783,68395,Sunnemo
7458392,1783,68393,Råda
7458393,1783,68395,Sunnemo
7458394,1783,68392,Hagfors
7458396,1490,50441,Borås
7458397,1783,68492,Munkfors
7458398,1783,68050,Ekshärad
7458399,1783,68050,Ekshärad
7458400,1783,68050,Ekshärad
7458401,1783,68050,Ekshärad
7458402,1783,68492,Munkfors
7458403,1783,68392,Hagfors
7458404,1783,68050,Ekshärad
7458405,1783,68050,Ekshärad
7458406,1783,68392,Hagfors
7458407,1783,68495,Höje
7458408,1491,52393,Åsunden
7458409,1783,68395,Sunnemo
7458410,1783,68393,Råda
7458411,1783,68393,Råda
7458412,1783,68050,Ekshärad
7458414,1783,68050,Ekshärad
7458417,1783,68395,Sunnemo
7458418,1783,68050,Ekshärad
7458419,1783,68393,Råda
7458421,1783,68395,Sunnemo
7458422,1783,68395,Sunnemo
7458425,1783,68395,Sunnemo
7458426,1783,68392,Hagfors
7458427,1783,68492,Munkfors
7458428,1783,68495,Höje
7458429,1783,68395,Sunnemo
7458430,1783,68050,Ekshärad
7458431,1783,68050,Ekshärad
7458433,1783,68333,Hagfors
7458435,1783,68395,Sunnemo
7458436,1783,68392,Hagfors
7458437,1783,68340,Uddeholm
7458438,1783,68340,Uddeholm
7458440,2463,91060,Åsele
7458441,1783,68340,Uddeholm
7458442,1783,68050,Ekshärad
7458443,1783,68395,Sunnemo
7458444,1783,68050,Ekshärad
7458445,1783,68333,Hagfors
7458446,1783,68050,Ekshärad
7458447,1783,68050,Ekshärad
7458448,1783,68395,Sunnemo
7458450,1783,68395,Sunnemo
7458451,1783,68395,Sunnemo
7458452,1783,68395,Sunnemo
7458453,1783,68395,Sunnemo
7458454,1783,68340,Uddeholm
7458455,1783,68050,Ekshärad
7458460,1783,68050,Ekshärad
7458461,1783,68050,Ekshärad
7458462,1783,68050,Ekshärad
7458463,1783,68050,Ekshärad
7458464,1783,68050,Ekshärad
7458465,1783,68050,Ekshärad
7458466,1783,68050,Ekshärad
7458468,2463,91050,Fredrika
7458470,1784,67194,Brunskog
7458471,1784,67152,Arvika
7458473,1784,67133,Arvika
7458474,1784,67133,Arvika
7458475,1784,67141,Arvika
7458476,2480,91020,Hörnefors
7458480,1784,67133,Arvika
7458481,1784,67130,Arvika
7458483,1784,67133,Arvika
7458485,1784,67194,Brunskog
7458487,1784,67133,Arvika
7458489,1784,67141,Arvika
7458494,1784,67131,Arvika
7458495,1784,67191,Arvika
7458499,1784,67142,Arvika
7458502,1784,67151,Arvika
7458503,1784,67193,Arvika
7458504,1784,67141,Arvika
7458505,1784,67130,Arvika
7458506,1784,67035,Gunnarskog
7458507,1784,67150,Arvika
7458510,1784,67141,Arvika
7458513,1784,67140,Arvika
7458515,1784,67152,Arvika
7458518,1784,67141,Arvika
7458519,1784,67141,Arvika
7458520,1784,67141,Arvika
7458523,0380,75238,Uppsala
7458524,0380,74340,Storvreta
7458527,1784,67132,Arvika
7458531,1784,67132,Arvika
7458535,1784,67133,Arvika
7458536,1784,67132,Arvika
7458537,1784,67020,Glava
7458538,1784,67130,Arvika
7458542,1784,67132,Arvika
7458543,1784,67152,Arvika
7458544,1784,67020,Glava
7458545,1784,67141,Arvika
7458546,2480,91334,Holmsund
7458548,1784,67192,Arvika
7458550,1784,67192,Björkenäs
7458551,1784,67192,Arvika
7458552,1784,67192,Arvika
7458553,1784,67191,Jössefors
7458554,1784,67194,Brunskog
7458555,2480,91332,Holmsund
7458556,1784,67194,Brunskog
7458557,1784,67192,Arvika
7458558,0180,11262,Stockholm
7458559,1784,67035,Gunnarskog
7458561,1784,67040,Åmotfors
7458562,1784,67194,Brunskog
7458565,1784,67170,Edane
7458566,1784,67194,Brunskog
7458567,1784,67170,Edane
7458568,1784,67170,Edane
7458569,1784,67170,Edane
7458573,1784,67192,Nedre Rackstad
7458576,1784,67193,Fröbol
7458577,1784,67160,Jössefors
7458578,1784,67020,Glava
7458579,1784,67152,Arvika
7458580,1784,67194,Brunskog
7458581,1784,67035,Gunnarskog
7458582,1784,67035,Gunnarskog
7458583,1784,67151,Arvika
7458585,1784,67133,Arvika
7458586,1784,67194,Brunskog
7458587,1784,67195,Klässbol
7458588,1784,67020,Glava
7458590,1784,67191,Högvalta
7458591,1784,67191,Arvika
7458592,1784,67020,Glava
7458594,1784,67035,Gunnarskog
7458595,1784,67192,Arvika
7458596,1784,67133,Arvika
7458597,1784,67193,Västra Jössefors
7458598,1784,67160,Gamla Bruket
7458599,1784,67160,Jössefors
7458600,1784,67160,Jössefors
7458601,1784,67160,Jössefors
7458602,1784,67160,Gamla Bruket
7458603,1784,67195,Klässbol
7458605,1784,67193,Arvika
7458606,1784,67195,Klässbol
7458607,1784,67191,Arvika
7458608,1784,67192,Arvika
7458609,1784,67191,Arvika
7458610,1784,67192,Arvika
7458611,0186,18141,Lidingö
7458612,1784,67191,Arvika
7458613,1784,67152,Arvika
7458614,1784,67191,Arvika
7458615,1784,67194,Brunskog
7458618,1784,67035,Gunnarskog
7458619,1784,67195,Klässbol
7458620,1784,67192,Arvika
7458621,1784,67192,Arvika
7458622,1784,67192,Arvika
7458623,1784,67194,Brunskog
7458624,1784,67020,Glava
7458627,1784,67140,Arvika
7458628,1784,67133,Arvika
7458629,1784,67035,Gunnarskog
7458630,1784,67192,Arvika
7458631,1784,67035,Gunnarskog
7458632,1784,67192,Arvika
7458633,1784,67195,Klässbol
7458634,1784,67035,Gunnarskog
7458635,1784,67195,Klässbol
7458636,1784,67131,Arvika
7458637,1784,67192,Arvika
